"Model","Time","SSP","Metric","Mean_days","Median_days","Mean_fraction","Median_fraction"
"MPI-ESM1-2-HR","End","ssp245","VPD_outside",34.7764399741797,15,0.0455663751582474,0.0196078431372549
"MPI-ESM1-2-HR","End","ssp245","SM_below",103.716881685806,46,0.135731163105763,0.0601307189542484
"MPI-ESM1-2-HR","End","ssp245","SM_above",22.4572195761847,7,0.029392169197349,0.00915032679738562
"MPI-ESM1-2-HR","End","ssp245","SM_outside",126.17410126199,60,0.165123332303112,0.0784313725490196
"MPI-ESM1-2-HR","End","ssp245","Either_outside",141.365331549605,84,0.185023697994546,0.109803921568627
"MPI-ESM1-2-LR","End","ssp245","VPD_below",3.18530709098113,0,0.00417574204688047,0
"MPI-ESM1-2-LR","End","ssp245","VPD_above",19.3951233439426,2,0.0253781719206532,0.00261437908496732
"MPI-ESM1-2-LR","End","ssp245","VPD_outside",22.5804304349237,3,0.0295539139675336,0.00392156862745098
"MPI-ESM1-2-LR","End","ssp245","SM_below",92.5431858769002,40,0.120994607886195,0.0522875816993464
"MPI-ESM1-2-LR","End","ssp245","SM_above",21.3567569068759,0,0.0279306046968672,0
"MPI-ESM1-2-LR","End","ssp245","SM_outside",113.899942783776,49,0.148925212583062,0.0640522875816993
"MPI-ESM1-2-LR","End","ssp245","Either_outside",126.399281155315,78,0.165287891058969,0.101960784313725
"MRI-ESM2-0","End","ssp245","VPD_below",6.77558140291601,0,0.00885839377120396,0
"MRI-ESM2-0","End","ssp245","VPD_above",17.4594673657509,0,0.0228247454434883,0
"MRI-ESM2-0","End","ssp245","VPD_outside",24.2350487686669,0,0.0316831392146923,0
"MRI-ESM2-0","End","ssp245","SM_below",88.7019455252758,30,0.115974917531892,0.0392156862745098
"MRI-ESM2-0","End","ssp245","SM_above",45.1633686555497,11,0.0590424975914146,0.0143790849673203
"MRI-ESM2-0","End","ssp245","SM_outside",133.865314180826,64,0.175017415123307,0.0836601307189542
"MRI-ESM2-0","End","ssp245","Either_outside",144.708573336833,83,0.189193142354791,0.108496732026144
"NorESM2-LM","End","ssp245","VPD_below",7.75692253754665,0,0.0101499606111803,0
"NorESM2-LM","End","ssp245","VPD_above",35.9154912802129,24,0.0469727936660695,0.0313725490196078
"NorESM2-LM","End","ssp245","VPD_outside",43.6724138177596,29,0.0571227542772498,0.0379084967320261
"NorESM2-LM","End","ssp245","SM_below",149.82609645276,106,0.195916961560697,0.138562091503268
"NorESM2-LM","End","ssp245","SM_above",46.0727318031792,23,0.0602435297293201,0.0300653594771242
"NorESM2-LM","End","ssp245","SM_outside",195.898828255939,158,0.256160491290017,0.206535947712418
"NorESM2-LM","End","ssp245","Either_outside",216.117167858878,180,0.282598124701489,0.235294117647059
"NorESM2-MM","End","ssp245","VPD_below",8.68815326017438,0,0.0113648617058513,0
"NorESM2-MM","End","ssp245","VPD_above",49.1892479485645,33,0.0643366358936267,0.0431372549019608
"NorESM2-MM","End","ssp245","VPD_outside",57.8774012087389,36,0.075701497599478,0.0479360852197071
"NorESM2-MM","End","ssp245","SM_below",220.597071354461,198,0.288583748297539,0.258823529411765
"NorESM2-MM","End","ssp245","SM_above",36.0174069672955,23,0.0471337426015533,0.0300653594771242
"NorESM2-MM","End","ssp245","SM_outside",256.614478321756,233,0.335717490899092,0.304575163398693
"NorESM2-MM","End","ssp245","Either_outside",284.111926877216,263,0.37166775444821,0.344692005242464
"TaiESM1","End","ssp245","VPD_below",3.2235787376112,0,0.00421811342085505,0
"TaiESM1","End","ssp245","VPD_above",57.1250596742402,44,0.0746820191495096,0.057516339869281
"TaiESM1","End","ssp245","VPD_outside",60.3486384118514,47,0.0789001325703647,0.061437908496732
"TaiESM1","End","ssp245","SM_below",155.420407595984,147,0.203184248647434,0.192156862745098
"TaiESM1","End","ssp245","SM_above",57.9946613382495,42,0.0758194677616363,0.0549019607843137
"TaiESM1","End","ssp245","SM_outside",213.415068934233,194,0.27900371640907,0.25359477124183
"TaiESM1","End","ssp245","Either_outside",237.018714963254,219,0.309865008721588,0.286274509803922
"CMCC-ESM2","End","ssp585","VPD_below",2.03765335779612,0,0.00266402865036621,0
"CMCC-ESM2","End","ssp585","VPD_above",69.2459549384076,53,0.0905199534035074,0.069281045751634
"CMCC-ESM2","End","ssp585","VPD_outside",71.2836082962037,54,0.0931839820538736,0.0705882352941176
"CMCC-ESM2","End","ssp585","SM_below",151.303158047459,138,0.197785431498185,0.180392156862745
"CMCC-ESM2","End","ssp585","SM_above",50.0456786303812,31,0.0654207243694797,0.0405228758169935
"CMCC-ESM2","End","ssp585","SM_outside",201.34883667784,182,0.263206155867665,0.237908496732026
"CMCC-ESM2","End","ssp585","Either_outside",230.157870185781,215,0.300866058098452,0.281045751633987
"CanESM5","End","ssp585","VPD_below",9.00931557195313,0,0.0117783897397803,0
"CanESM5","End","ssp585","VPD_above",131.455333191132,118,0.171854077197137,0.154248366013072
"CanESM5","End","ssp585","VPD_outside",140.464648763086,127,0.183632466936917,0.166013071895425
"CanESM5","End","ssp585","SM_below",142.277592439266,103,0.186012194764979,0.134640522875817
"CanESM5","End","ssp585","SM_above",50.0151114560826,34,0.0653905863841971,0.0444444444444444
"CanESM5","End","ssp585","SM_outside",192.292703895348,150,0.251402781149176,0.196078431372549
"CanESM5","End","ssp585","Either_outside",281.676180328586,278,0.368247156005194,0.363398692810458
"CanESM5-1","End","ssp585","VPD_below",7.97226257181976,0,0.010423732580981,0
"CanESM5-1","End","ssp585","VPD_above",143.868936916167,142,0.188070995240992,0.18562091503268
"CanESM5-1","End","ssp585","VPD_outside",151.841199487987,146,0.198494727821974,0.190849673202614
"CanESM5-1","End","ssp585","SM_below",162.306670032807,145,0.212173517988354,0.189542483660131
"CanESM5-1","End","ssp585","SM_above",59.8261298023544,41,0.0782082519531538,0.0535947712418301
"CanESM5-1","End","ssp585","SM_outside",222.132799835161,202,0.290381769941507,0.264052287581699
"CanESM5-1","End","ssp585","Either_outside",308.350886402926,314,0.403088366339942,0.410457516339869
"EC-Earth3","End","ssp585","VPD_below",0.872428456223317,0,0.00114043146068865,0
"EC-Earth3","End","ssp585","VPD_above",117.867549088017,103,0.154076008101233,0.134640522875817
"EC-Earth3","End","ssp585","VPD_outside",118.73997754424,104,0.155216439561922,0.135947712418301
"EC-Earth3","End","ssp585","SM_below",346.414262357486,340,0.452832026181572,0.444444444444444
"EC-Earth3","End","ssp585","SM_above",48.4086271344007,37,0.0632800003825754,0.0483660130718954
"EC-Earth3","End","ssp585","SM_outside",394.822889491886,392,0.516112026564147,0.512418300653595
"EC-Earth3","End","ssp585","Either_outside",409.412324221535,405,0.535183232179421,0.529411764705882
"INM-CM4-8","End","ssp585","VPD_below",18.8515207424977,0,0.0246546436580856,0
"INM-CM4-8","End","ssp585","VPD_above",123.418488637369,113,0.161358294944854,0.147712418300654
"INM-CM4-8","End","ssp585","VPD_outside",142.270009379866,124,0.18601293860294,0.162091503267974
"INM-CM4-8","End","ssp585","SM_below",182.415027792936,151,0.238484117680205,0.197385620915033
"INM-CM4-8","End","ssp585","SM_above",70.5656393176851,61,0.0922566584060862,0.0797385620915033
"INM-CM4-8","End","ssp585","SM_outside",252.980667110622,198,0.330740776086292,0.258823529411765
"INM-CM4-8","End","ssp585","Either_outside",325.250928603059,322,0.425219818194878,0.420915032679739
"INM-CM5-0","End","ssp585","VPD_below",23.3725264652716,0,0.0305530380807018,0
"INM-CM5-0","End","ssp585","VPD_above",89.7362312674413,75,0.117304928884316,0.0980392156862745
"INM-CM5-0","End","ssp585","VPD_outside",113.108757732713,90,0.147857966965018,0.117647058823529
"INM-CM5-0","End","ssp585","SM_below",181.091647406459,134,0.236724949852431,0.17516339869281
"INM-CM5-0","End","ssp585","SM_above",97.1149273693588,94,0.126948885369796,0.122875816993464
"INM-CM5-0","End","ssp585","SM_outside",278.206574775818,224,0.363673835222227,0.29281045751634
"INM-CM5-0","End","ssp585","Either_outside",324.107880370503,314,0.423676324366387,0.410457516339869
"IPSL-CM6A-LR","End","ssp585","VPD_below",0.922268104812194,0,0.00120557922197672,0
"IPSL-CM6A-LR","End","ssp585","VPD_above",94.0558995345298,66,0.122949171739938,0.0862745098039216
"IPSL-CM6A-LR","End","ssp585","VPD_outside",94.978167639342,67,0.124154750961915,0.0875816993464052
"IPSL-CM6A-LR","End","ssp585","SM_below",108.358679878023,74,0.141645908703314,0.0967320261437909
"IPSL-CM6A-LR","End","ssp585","SM_above",22.0386891668121,4,0.0288087789907804,0.00522875816993464
"IPSL-CM6A-LR","End","ssp585","SM_outside",130.397369044835,84,0.170454687694094,0.109803921568627
"IPSL-CM6A-LR","End","ssp585","Either_outside",198.582673051337,190,0.259585897830724,0.248366013071895
"KACE-1-0-G","End","ssp585","VPD_below",58.9515560480671,48,0.0770887054392842,0.0627450980392157
"KACE-1-0-G","End","ssp585","VPD_above",185.142156485851,182,0.24207420693126,0.237908496732026
"KACE-1-0-G","End","ssp585","VPD_outside",244.093712533918,226,0.319162912370545,0.295424836601307
"KACE-1-0-G","End","ssp585","SM_below",180.467515779928,141,0.235977923985658,0.184313725490196
"KACE-1-0-G","End","ssp585","SM_above",73.5240687513315,73,0.0961266776881652,0.0954248366013072
"KACE-1-0-G","End","ssp585","SM_outside",253.99158453126,220,0.332104601673824,0.287581699346405
"KACE-1-0-G","End","ssp585","Either_outside",381.809152184598,397,0.499209471977579,0.518954248366013
"MIROC6","End","ssp585","VPD_below",23.3174099036656,0,0.0304842779285557,0
"MIROC6","End","ssp585","VPD_above",100.387330285583,38,0.131231085465767,0.0496732026143791
"MIROC6","End","ssp585","VPD_outside",123.704740189248,42,0.161715363394323,0.0549019607843137
"MIROC6","End","ssp585","SM_below",111.467279259164,50,0.145713844286462,0.065359477124183
"MIROC6","End","ssp585","SM_above",24.0682531966166,6,0.0314640139080896,0.00784313725490196
"MIROC6","End","ssp585","SM_outside",135.53553245578,83,0.177177858194551,0.108496732026144
"MIROC6","End","ssp585","Either_outside",204.897666817443,171,0.267852568770019,0.223529411764706
"MPI-ESM1-2-HR","End","ssp585","VPD_below",2.2079072105993,0,0.00289077485035392,0
"MPI-ESM1-2-HR","End","ssp585","VPD_above",65.0092622199556,48,0.085020732172364,0.0627450980392157
"MPI-ESM1-2-HR","End","ssp585","VPD_outside",67.2171694305549,50,0.0879115070227179,0.065359477124183
"MPI-ESM1-2-HR","End","ssp585","SM_below",100.348374678526,43,0.131203793817129,0.0562091503267974
"MPI-ESM1-2-HR","End","ssp585","SM_above",19.7183113588829,8,0.0257845351735833,0.0104575163398693
"MPI-ESM1-2-HR","End","ssp585","SM_outside",120.066686037409,55,0.156988328990712,0.0718954248366013
"MPI-ESM1-2-HR","End","ssp585","Either_outside",156.981222441648,124,0.205268045066574,0.16219758409472
"MPI-ESM1-2-LR","End","ssp585","VPD_below",2.6246802357811,0,0.00343560342428599,0
"MPI-ESM1-2-LR","End","ssp585","VPD_above",86.6295605830319,56,0.113275917911072,0.073202614379085
"MPI-ESM1-2-LR","End","ssp585","VPD_outside",89.254240818813,59,0.116711521335358,0.077124183006536
"MPI-ESM1-2-LR","End","ssp585","SM_below",143.496326248702,81,0.187598066652663,0.105882352941176
"MPI-ESM1-2-LR","End","ssp585","SM_above",18.4636975719704,1,0.0241422363547535,0.00130718954248366
"MPI-ESM1-2-LR","End","ssp585","SM_outside",161.960023820672,94,0.211740303007416,0.122875816993464
"MPI-ESM1-2-LR","End","ssp585","Either_outside",197.97525461841,185,0.25884079193312,0.241830065359477
"MRI-ESM2-0","End","ssp585","VPD_below",2.56329633180692,0,0.00335081680118747,0
"MRI-ESM2-0","End","ssp585","VPD_above",32.3456979783846,4,0.0422823228382278,0.00522875816993464
"MRI-ESM2-0","End","ssp585","VPD_outside",34.9089943101915,5,0.0456331396394153,0.0065359477124183
"MRI-ESM2-0","End","ssp585","SM_below",146.175695589986,81,0.191086669559297,0.105882352941176
"MRI-ESM2-0","End","ssp585","SM_above",42.9558594028366,6,0.0561532694398538,0.00784313725490196
"MRI-ESM2-0","End","ssp585","SM_outside",189.131554992822,119,0.247239938999151,0.155555555555556
"MRI-ESM2-0","End","ssp585","Either_outside",198.354561520103,133,0.259296288931882,0.173913043478261
"NorESM2-LM","End","ssp585","VPD_below",7.52078404228954,0,0.00983655927727243,0
"NorESM2-LM","End","ssp585","VPD_above",91.9122421574974,87,0.120174824240286,0.113725490196078
"NorESM2-LM","End","ssp585","VPD_outside",99.4330261997869,92,0.130011383517558,0.120261437908497
"NorESM2-LM","End","ssp585","SM_below",194.956722039629,168,0.25489117618669,0.219607843137255
"NorESM2-LM","End","ssp585","SM_above",39.0177974878397,23,0.0510148338732933,0.0300653594771242
"NorESM2-LM","End","ssp585","SM_outside",233.974519527469,207,0.305906010059984,0.270588235294118
"NorESM2-LM","End","ssp585","Either_outside",275.240757982053,262,0.359855925364818,0.342483660130719
"NorESM2-MM","End","ssp585","VPD_below",7.77012492136239,0,0.0101584193995032,0
"NorESM2-MM","End","ssp585","VPD_above",88.5376081347742,84,0.115743321548451,0.109803921568627
"NorESM2-MM","End","ssp585","VPD_outside",96.3077330561366,90,0.125901740947954,0.117647058823529
"NorESM2-MM","End","ssp585","SM_below",156.073238774416,115,0.204032030921212,0.150326797385621
"NorESM2-MM","End","ssp585","SM_above",50.7460176666528,33,0.0663422434466107,0.0431372549019608
"NorESM2-MM","End","ssp585","SM_outside",206.819256441069,165,0.270374274367823,0.215968586387435
"NorESM2-MM","End","ssp585","Either_outside",260.505231857005,240,0.340555043374609,0.313725490196078
"TaiESM1","End","ssp585","VPD_below",0.730716406269091,0,0.000955209696409962,0
"TaiESM1","End","ssp585","VPD_above",53.2300566775033,36,0.0695822179878353,0.0470588235294118
"TaiESM1","End","ssp585","VPD_outside",53.9607730837724,37,0.0705374276842452,0.0483660130718954
"TaiESM1","End","ssp585","SM_below",177.180848410988,162,0.231610645294292,0.211764705882353
"TaiESM1","End","ssp585","SM_above",47.0201085499043,34,0.0614646271125056,0.0444444444444444
"TaiESM1","End","ssp585","SM_outside",224.200956960893,209,0.293075272406798,0.273202614379085
"TaiESM1","End","ssp585","Either_outside",251.326547392897,242,0.328533740759482,0.316339869281046
